customer_id,join_date,province,age_group,gender,loyalty_tier,preferred_channel
C05753,2023-12-25,Gauteng,26-35,Female,Silver,In-store
C05754,2024-08-26,Limpopo,26-35,Male,Silver,In-store
C05755,2024-12-14,North West,50+,Female,Bronze,In-store
C05756,2024-08-12,KwaZulu-Natal,36-50,Male,Bronze,App
C05757,2023-04-11,Eastern Cape,36-50,Female,Silver,In-store
C05758,2024-03-11,KwaZulu-Natal,26-35,Female,Silver,App
C05759,2023-05-18,KwaZulu-Natal,18-25,Male,Bronze,In-store
C05760,2023-09-18,Western Cape,18-25,Male,Bronze,App
C05761,2024-05-03,Limpopo,18-25,Female,Bronze,Drive-thru
C05762,2023-08-27,Free State,26-35,Female,Bronze,Drive-thru
C05763,2023-03-27,Free State,26-35,Male,Bronze,App
C05764,2023-10-18,Gauteng,18-25,Male,Silver,In-store
C05765,2024-09-04,North West,18-25,Female,Bronze,In-store
C05766,2024-07-10,Limpopo,18-25,Male,Gold,In-store
C05767,2024-02-23,Gauteng,36-50,Male,Silver,Drive-thru
C05768,2023-09-21,Gauteng,36-50,Female,Bronze,App
C05769,2023-07-13,Western Cape,26-35,Male,Bronze,App
C05770,2023-01-06,North West,26-35,Male,Silver,App
C05771,2024-12-27,Eastern Cape,26-35,Male,Silver,App
C05772,2023-01-08,Limpopo,18-25,Female,Gold,App
C05773,2024-08-14,Gauteng,18-25,Male,Bronze,In-store
C05774,2024-06-19,Limpopo,50+,Female,Bronze,In-store
C05775,2023-05-01,Gauteng,50+,Female,Gold,App
C05776,2024-06-16,Western Cape,36-50,Male,Bronze,Drive-thru
C05777,2023-01-08,Eastern Cape,50+,Female,Silver,In-store
C05778,2024-01-20,Gauteng,36-50,Male,Bronze,App
C05779,2024-11-01,Mpumalanga,18-25,Female,Silver,In-store
C05780,2023-07-30,Gauteng,50+,Male,Bronze,App
C05781,2024-12-05,Eastern Cape,18-25,Female,Silver,In-store
C05782,2023-11-20,KwaZulu-Natal,36-50,Male,Bronze,App
C05783,2024-02-23,Eastern Cape,26-35,Male,Gold,App
C05784,2024-01-06,Gauteng,26-35,Female,Bronze,App
C05785,2023-04-20,Gauteng,36-50,Male,Bronze,In-store
C05786,2023-06-08,North West,26-35,Female,Bronze,App
C05787,2024-03-12,Western Cape,26-35,Male,Silver,In-store
C05788,2024-10-29,Mpumalanga,26-35,Male,Bronze,In-store
C05789,2024-08-22,Northern Cape,26-35,Female,Bronze,In-store
C05790,2023-09-17,Gauteng,50+,Male,Bronze,In-store
C05791,2023-09-25,Western Cape,36-50,Female,Bronze,In-store
C05792,2024-07-02,Eastern Cape,26-35,Female,Bronze,Drive-thru
C05793,2024-03-09,Free State,18-25,Male,Bronze,In-store
C05794,2024-08-01,North West,36-50,Female,Silver,App
C05795,2024-01-10,KwaZulu-Natal,18-25,Male,Bronze,App
C05796,2024-09-18,Limpopo,18-25,Male,Silver,App
C05797,2023-10-10,Gauteng,26-35,Female,Silver,App
C05798,2024-11-27,Free State,50+,Male,Gold,Drive-thru
C05799,2024-02-11,Free State,18-25,Male,Silver,Drive-thru
C05800,2023-07-28,Gauteng,18-25,Female,Bronze,In-store
C05801,2024-02-28,Western Cape,26-35,Female,Silver,App
C05802,2024-07-19,Gauteng,26-35,Female,Bronze,In-store
C05803,2024-07-24,Western Cape,26-35,Female,Bronze,In-store
C05804,2024-05-09,Mpumalanga,26-35,Female,Silver,App
C05805,2023-07-03,Western Cape,26-35,Female,Silver,Drive-thru
C05806,2024-01-15,Gauteng,18-25,Male,Bronze,App
C05807,2024-07-26,Western Cape,18-25,Prefer not to say,Bronze,App
C05808,2024-07-22,Northern Cape,36-50,Male,Bronze,In-store
C05809,2024-05-10,Eastern Cape,50+,Female,Bronze,App
C05810,2023-09-17,KwaZulu-Natal,18-25,Female,Silver,In-store
C05811,2023-11-11,Gauteng,18-25,Female,Bronze,App
C05812,2024-08-14,Northern Cape,18-25,Female,Bronze,In-store
C05813,2023-12-19,Mpumalanga,36-50,Male,Bronze,App
C05814,2024-12-23,Western Cape,36-50,Male,Silver,Drive-thru
C05815,2024-02-12,Gauteng,26-35,Female,Silver,Drive-thru
C05816,2023-05-22,Gauteng,36-50,Male,Silver,Drive-thru
C05817,2024-11-06,Gauteng,36-50,Female,Bronze,In-store
C05818,2023-05-02,Eastern Cape,50+,Male,Silver,Drive-thru
C05819,2023-08-24,North West,18-25,Female,Bronze,Drive-thru
C05820,2024-04-02,KwaZulu-Natal,18-25,Female,Silver,Drive-thru
C05821,2024-12-17,Mpumalanga,18-25,Male,Bronze,Drive-thru
C05822,2023-06-15,KwaZulu-Natal,36-50,Female,Bronze,Drive-thru
C05823,2023-04-13,Limpopo,36-50,Female,Bronze,In-store
C05824,2023-08-08,Limpopo,26-35,Male,Bronze,In-store
C05825,2024-06-04,Gauteng,18-25,Female,Bronze,App
C05826,2024-02-15,Western Cape,26-35,Female,Gold,App
C05827,2023-12-13,Eastern Cape,26-35,Male,Bronze,In-store
C05828,2024-07-17,Gauteng,26-35,Female,Bronze,App
C05829,2024-09-20,Western Cape,26-35,Male,Bronze,In-store
C05830,2024-12-14,KwaZulu-Natal,18-25,Male,Bronze,In-store
C05831,2024-12-01,Northern Cape,36-50,Female,Silver,In-store
C05832,2024-12-24,KwaZulu-Natal,26-35,Female,Bronze,In-store
C05833,2023-02-23,Mpumalanga,26-35,Female,Silver,App
C05834,2023-06-14,KwaZulu-Natal,18-25,Male,Bronze,Drive-thru
C05835,2024-02-03,Limpopo,36-50,Male,Gold,App
C05836,2024-10-13,Eastern Cape,26-35,Male,Bronze,App
C05837,2023-01-06,North West,50+,Female,Gold,In-store
C05838,2023-04-04,KwaZulu-Natal,26-35,Male,Bronze,App
C05839,2023-05-29,Eastern Cape,50+,Female,Silver,Drive-thru
C05840,2024-04-27,Eastern Cape,50+,Male,Bronze,App
C05841,2024-09-06,KwaZulu-Natal,26-35,Female,Bronze,In-store
C05842,2024-03-21,Gauteng,50+,Female,Bronze,Drive-thru
C05843,2023-04-01,Gauteng,26-35,Female,Silver,Drive-thru
C05844,2023-03-07,Gauteng,26-35,Male,Bronze,In-store
C05845,2023-09-27,North West,18-25,Female,Bronze,In-store
C05846,2023-08-16,Gauteng,26-35,Female,Silver,In-store
C05847,2024-01-15,Gauteng,36-50,Female,Silver,In-store
C05848,2023-03-23,Limpopo,36-50,Male,Gold,Drive-thru
C05849,2024-09-15,Western Cape,18-25,Prefer not to say,Bronze,Drive-thru
C05850,2023-02-08,KwaZulu-Natal,26-35,Male,Bronze,App
C05851,2024-01-29,Gauteng,18-25,Male,Bronze,App
C05852,2024-02-15,Free State,36-50,Female,Silver,App
C05853,2024-09-20,Mpumalanga,18-25,Female,Gold,In-store
C05854,2024-11-02,Mpumalanga,50+,Female,Gold,App
C05855,2024-06-17,KwaZulu-Natal,18-25,Male,Gold,Drive-thru
C05856,2023-10-21,Limpopo,26-35,Male,Silver,Drive-thru
C05857,2024-12-29,Gauteng,36-50,Female,Gold,In-store
C05858,2024-09-03,Gauteng,26-35,Male,Bronze,App
C05859,2023-02-28,Gauteng,18-25,Female,Gold,In-store
C05860,2023-06-29,Eastern Cape,26-35,Female,Silver,App
C05861,2024-10-17,KwaZulu-Natal,18-25,Male,Bronze,App
C05862,2024-05-21,KwaZulu-Natal,50+,Male,Bronze,In-store
C05863,2024-03-25,Gauteng,26-35,Female,Bronze,App
C05864,2023-01-11,KwaZulu-Natal,26-35,Male,Silver,App
C05865,2023-07-26,Limpopo,26-35,Male,Silver,In-store
C05866,2024-11-03,KwaZulu-Natal,18-25,Male,Bronze,Drive-thru
C05867,2024-06-14,Limpopo,36-50,Male,Silver,In-store
C05868,2023-10-20,Gauteng,50+,Female,Bronze,In-store
C05869,2023-07-19,Mpumalanga,36-50,Female,Silver,In-store
C05870,2023-02-04,Eastern Cape,26-35,Female,Silver,In-store
C05871,2024-09-05,Gauteng,26-35,Male,Gold,App
C05872,2024-06-06,Gauteng,18-25,Female,Bronze,App
C05873,2024-06-12,Eastern Cape,36-50,Prefer not to say,Gold,In-store
C05874,2024-12-16,Mpumalanga,26-35,Female,Bronze,In-store
C05875,2023-08-26,KwaZulu-Natal,26-35,Female,Bronze,In-store
C05876,2024-09-21,Gauteng,50+,Male,Bronze,App
C05877,2023-06-23,Mpumalanga,18-25,Female,Silver,App
C05878,2024-11-21,Eastern Cape,18-25,Male,Gold,In-store
C05879,2023-02-06,KwaZulu-Natal,18-25,Female,Bronze,In-store
C05880,2024-01-04,KwaZulu-Natal,18-25,Female,Gold,In-store
C05881,2023-09-02,Gauteng,18-25,Female,Bronze,In-store
C05882,2024-11-01,Eastern Cape,26-35,Female,Bronze,In-store
C05883,2023-01-01,Western Cape,26-35,Female,Bronze,App
C05884,2023-06-11,Northern Cape,18-25,Male,Bronze,In-store
C05885,2023-03-30,KwaZulu-Natal,36-50,Male,Gold,In-store
C05886,2023-10-10,KwaZulu-Natal,18-25,Female,Silver,App
C05887,2024-02-14,KwaZulu-Natal,36-50,Male,Bronze,App
C05888,2023-12-28,North West,26-35,Male,Silver,In-store
C05889,2024-11-16,Mpumalanga,26-35,Male,Bronze,In-store
C05890,2024-02-09,KwaZulu-Natal,50+,Male,Bronze,App
C05891,2024-02-20,Limpopo,18-25,Prefer not to say,Bronze,App
C05892,2024-08-23,Eastern Cape,26-35,Male,Silver,In-store
C05893,2023-07-25,KwaZulu-Natal,36-50,Female,Gold,In-store
C05894,2024-06-14,Gauteng,26-35,Female,Bronze,In-store
C05895,2023-01-16,KwaZulu-Natal,26-35,Male,Bronze,App
C05896,2024-12-21,Gauteng,26-35,Female,Bronze,App
C05897,2023-03-12,North West,36-50,Male,Bronze,In-store
C05898,2023-04-03,Western Cape,50+,Female,Silver,In-store
C05899,2024-07-16,Free State,18-25,Male,Bronze,Drive-thru
C05900,2023-10-19,KwaZulu-Natal,18-25,Male,Silver,App
C05901,2024-07-26,Eastern Cape,26-35,Male,Bronze,In-store
C05902,2024-08-19,KwaZulu-Natal,18-25,Male,Bronze,App
C05903,2023-12-23,Gauteng,26-35,Female,Bronze,In-store
C05904,2023-12-22,Western Cape,18-25,Male,Bronze,App
C05905,2023-10-11,Gauteng,18-25,Female,Silver,App
C05906,2023-08-20,Eastern Cape,18-25,Male,Bronze,Drive-thru
C05907,2024-09-12,KwaZulu-Natal,50+,Female,Bronze,App
C05908,2023-07-19,Limpopo,18-25,Female,Silver,In-store
C05909,2024-04-10,Gauteng,18-25,Female,Gold,App
C05910,2024-02-18,Gauteng,18-25,Male,Silver,Drive-thru
C05911,2024-08-11,KwaZulu-Natal,50+,Female,Bronze,App
C05912,2023-01-05,North West,36-50,Male,Bronze,In-store
C05913,2023-09-25,Limpopo,36-50,Male,Silver,Drive-thru
C05914,2023-06-29,KwaZulu-Natal,18-25,Female,Silver,In-store
C05915,2024-02-21,KwaZulu-Natal,36-50,Prefer not to say,Bronze,In-store
C05916,2024-06-02,Gauteng,26-35,Female,Bronze,In-store
C05917,2023-04-20,Northern Cape,26-35,Female,Bronze,In-store
C05918,2024-07-26,Eastern Cape,26-35,Female,Bronze,App
C05919,2023-03-16,Western Cape,36-50,Prefer not to say,Bronze,In-store
C05920,2024-05-30,Eastern Cape,36-50,Female,Bronze,In-store
C05921,2023-10-29,Gauteng,50+,Male,Bronze,App
C05922,2023-12-15,Free State,50+,Female,Bronze,App
C05923,2023-04-30,Gauteng,18-25,Male,Bronze,Drive-thru
C05924,2024-06-09,Eastern Cape,26-35,Male,Bronze,In-store
C05925,2023-09-21,Gauteng,18-25,Female,Bronze,In-store
C05926,2024-07-04,Limpopo,36-50,Male,Gold,App
C05927,2024-08-11,Limpopo,18-25,Male,Bronze,In-store
C05928,2023-09-14,Eastern Cape,36-50,Male,Silver,In-store
C05929,2024-12-11,Eastern Cape,26-35,Female,Silver,App
C05930,2024-03-29,North West,26-35,Prefer not to say,Bronze,In-store
C05931,2024-01-22,Gauteng,18-25,Male,Bronze,App
C05932,2024-07-30,Western Cape,26-35,Male,Bronze,App
C05933,2024-05-10,Gauteng,50+,Male,Silver,In-store
C05934,2023-09-07,Northern Cape,18-25,Female,Bronze,In-store
C05935,2023-12-14,KwaZulu-Natal,26-35,Female,Bronze,In-store
C05936,2024-04-14,Limpopo,18-25,Female,Silver,In-store
C05937,2024-11-28,Eastern Cape,26-35,Male,Silver,Drive-thru
C05938,2024-04-16,Gauteng,18-25,Female,Bronze,App
C05939,2024-08-23,Gauteng,26-35,Female,Silver,App
C05940,2023-01-29,Western Cape,36-50,Male,Bronze,In-store
C05941,2024-05-08,KwaZulu-Natal,26-35,Male,Silver,In-store
C05942,2023-04-30,Gauteng,26-35,Male,Bronze,Drive-thru
C05943,2023-09-22,Gauteng,26-35,Prefer not to say,Silver,Drive-thru
C05944,2023-03-11,North West,18-25,Female,Bronze,In-store
C05945,2024-01-27,Free State,26-35,Female,Bronze,Drive-thru
C05946,2024-10-10,Western Cape,26-35,Female,Bronze,In-store
C05947,2023-08-14,Western Cape,18-25,Female,Silver,In-store
C05948,2024-11-24,Gauteng,36-50,Female,Bronze,In-store
C05949,2024-12-19,Eastern Cape,26-35,Male,Bronze,App
C05950,2023-08-24,Mpumalanga,36-50,Male,Bronze,App
C05951,2023-11-20,Gauteng,50+,Female,Bronze,Drive-thru
C05952,2024-02-27,Gauteng,18-25,Female,Silver,In-store
C05953,2023-12-28,Limpopo,26-35,Male,Gold,App
C05954,2024-06-12,Eastern Cape,26-35,Male,Silver,In-store
C05955,2024-07-02,Gauteng,18-25,Male,Silver,In-store
C05956,2023-01-10,Eastern Cape,36-50,Male,Bronze,In-store
C05957,2024-12-18,Western Cape,36-50,Male,Bronze,Drive-thru
C05958,2023-09-27,Western Cape,26-35,Female,Bronze,App
C05959,2023-09-12,Limpopo,26-35,Female,Gold,In-store
C05960,2023-10-22,Mpumalanga,18-25,Female,Silver,In-store
C05961,2023-04-06,KwaZulu-Natal,26-35,Female,Bronze,App
C05962,2024-02-13,Free State,36-50,Female,Bronze,In-store
C05963,2024-11-20,KwaZulu-Natal,26-35,Male,Bronze,Drive-thru
C05964,2023-12-17,Limpopo,26-35,Male,Bronze,Drive-thru
C05965,2023-03-19,KwaZulu-Natal,36-50,Male,Silver,App
C05966,2024-07-21,North West,26-35,Female,Bronze,App
C05967,2023-07-02,North West,26-35,Male,Silver,App
C05968,2024-05-02,Gauteng,26-35,Female,Gold,In-store
C05969,2023-11-18,Free State,26-35,Male,Silver,In-store
C05970,2023-12-29,Mpumalanga,36-50,Female,Gold,In-store
C05971,2023-08-12,Limpopo,50+,Male,Bronze,Drive-thru
C05972,2024-08-10,Gauteng,18-25,Female,Gold,App
C05973,2023-10-03,Mpumalanga,50+,Male,Bronze,In-store
C05974,2023-07-07,Mpumalanga,26-35,Male,Silver,App
C05975,2024-11-30,Western Cape,36-50,Female,Bronze,In-store
C05976,2023-07-14,Free State,36-50,Prefer not to say,Bronze,Drive-thru
C05977,2024-05-25,Gauteng,26-35,Female,Bronze,In-store
C05978,2023-07-24,Gauteng,36-50,Female,Bronze,App
C05979,2023-08-29,KwaZulu-Natal,18-25,Female,Gold,In-store
C05980,2023-09-05,KwaZulu-Natal,18-25,Female,Silver,App
C05981,2023-09-29,Eastern Cape,36-50,Male,Bronze,In-store
C05982,2023-07-31,Gauteng,36-50,Male,Bronze,In-store
C05983,2023-08-23,Free State,50+,Male,Silver,App
C05984,2023-07-27,Gauteng,36-50,Prefer not to say,Bronze,App
C05985,2023-09-13,Gauteng,26-35,Female,Silver,Drive-thru
C05986,2024-09-25,Gauteng,26-35,Female,Bronze,App
C05987,2023-12-31,KwaZulu-Natal,50+,Male,Silver,App
C05988,2023-06-09,Free State,26-35,Male,Gold,Drive-thru
C05989,2023-04-20,Eastern Cape,36-50,Prefer not to say,Bronze,Drive-thru
C05990,2023-05-03,Mpumalanga,26-35,Male,Bronze,App
C05991,2023-03-22,Gauteng,36-50,Female,Gold,App
C05992,2024-11-23,KwaZulu-Natal,26-35,Male,Gold,Drive-thru
C05993,2024-11-10,KwaZulu-Natal,50+,Male,Gold,App
C05994,2024-05-19,KwaZulu-Natal,26-35,Female,Bronze,App
C05995,2024-09-20,Gauteng,50+,Male,Bronze,In-store
C05996,2023-01-07,Eastern Cape,18-25,Male,Bronze,App
C05997,2024-07-08,KwaZulu-Natal,26-35,Female,Bronze,In-store
C05998,2023-02-13,Limpopo,36-50,Female,Silver,In-store
C05999,2024-05-08,KwaZulu-Natal,36-50,Female,Bronze,Drive-thru
C06000,2024-01-16,Gauteng,50+,Female,Silver,App
C06001,2024-09-27,Eastern Cape,18-25,Male,Gold,In-store
C06002,2023-11-19,Gauteng,18-25,Male,Gold,In-store
C06003,2024-05-19,North West,26-35,Female,Bronze,In-store
C06004,2024-08-11,Eastern Cape,18-25,Male,Bronze,In-store
C06005,2023-10-09,Gauteng,50+,Male,Silver,In-store
C06006,2024-05-17,Free State,18-25,Female,Bronze,In-store
C06007,2023-07-07,KwaZulu-Natal,26-35,Male,Silver,In-store
C06008,2024-06-07,Gauteng,18-25,Female,Silver,Drive-thru
C06009,2023-10-14,Eastern Cape,26-35,Male,Bronze,In-store
C06010,2024-02-12,Gauteng,26-35,Male,Bronze,In-store
C06011,2023-08-16,Mpumalanga,18-25,Male,Bronze,Drive-thru
C06012,2024-08-13,Mpumalanga,26-35,Female,Silver,App
C06013,2023-05-12,Free State,26-35,Male,Bronze,In-store
C06014,2023-02-25,KwaZulu-Natal,50+,Female,Silver,In-store
C06015,2024-06-22,KwaZulu-Natal,18-25,Female,Gold,App
C06016,2024-03-09,Limpopo,26-35,Male,Bronze,In-store
C06017,2024-05-04,Gauteng,50+,Female,Gold,App
C06018,2024-07-07,KwaZulu-Natal,36-50,Female,Silver,In-store
C06019,2023-02-03,KwaZulu-Natal,50+,Female,Silver,Drive-thru
C06020,2024-05-29,Gauteng,50+,Male,Bronze,App
C06021,2023-12-22,KwaZulu-Natal,26-35,Female,Bronze,In-store
C06022,2024-02-08,Mpumalanga,36-50,Female,Bronze,In-store
C06023,2024-12-03,Mpumalanga,18-25,Male,Bronze,App
C06024,2023-06-28,Gauteng,26-35,Male,Bronze,In-store
C06025,2024-04-13,Gauteng,36-50,Male,Silver,In-store
C06026,2023-05-04,Western Cape,26-35,Male,Bronze,In-store
C06027,2024-12-16,North West,36-50,Male,Gold,App
C06028,2024-06-14,Gauteng,36-50,Male,Bronze,App
C06029,2024-04-16,Limpopo,26-35,Male,Bronze,In-store
C06030,2023-11-20,Gauteng,36-50,Female,Bronze,App
C06031,2024-12-06,Eastern Cape,26-35,Female,Gold,App
C06032,2023-01-09,Western Cape,18-25,Female,Bronze,Drive-thru
C06033,2023-01-13,Limpopo,36-50,Female,Bronze,Drive-thru
C06034,2024-11-21,Gauteng,26-35,Male,Gold,Drive-thru
C06035,2023-08-04,Eastern Cape,36-50,Female,Bronze,Drive-thru
C06036,2024-01-24,Gauteng,26-35,Female,Silver,In-store
C06037,2024-08-17,Limpopo,26-35,Male,Bronze,App
C06038,2023-04-14,North West,36-50,Male,Bronze,In-store
C06039,2023-11-30,Gauteng,26-35,Male,Bronze,App
C06040,2024-01-06,Mpumalanga,26-35,Male,Gold,In-store
C06041,2024-09-19,Eastern Cape,18-25,Male,Gold,App
C06042,2023-09-23,Gauteng,50+,Male,Bronze,In-store
C06043,2023-07-11,KwaZulu-Natal,18-25,Male,Bronze,In-store
C06044,2024-07-15,Gauteng,36-50,Female,Bronze,In-store
C06045,2023-09-27,Limpopo,26-35,Male,Bronze,Drive-thru
C06046,2023-08-31,Limpopo,36-50,Female,Bronze,In-store
C06047,2023-10-03,Gauteng,50+,Female,Bronze,Drive-thru
C06048,2024-04-27,KwaZulu-Natal,18-25,Female,Bronze,In-store
C06049,2024-09-19,Mpumalanga,26-35,Male,Bronze,App
C06050,2023-12-18,Free State,36-50,Female,Silver,In-store
C06051,2024-01-10,KwaZulu-Natal,36-50,Male,Silver,In-store
C06052,2023-07-08,Free State,26-35,Male,Bronze,Drive-thru
C06053,2024-05-25,KwaZulu-Natal,36-50,Female,Silver,In-store
C06054,2024-03-10,KwaZulu-Natal,36-50,Male,Bronze,In-store
C06055,2023-08-04,Mpumalanga,36-50,Male,Bronze,App
C06056,2024-03-05,KwaZulu-Natal,36-50,Male,Silver,App
C06057,2024-12-18,KwaZulu-Natal,26-35,Male,Silver,Drive-thru
C06058,2024-01-17,KwaZulu-Natal,50+,Male,Bronze,App
C06059,2024-01-09,Mpumalanga,26-35,Prefer not to say,Bronze,App
C06060,2024-02-15,Mpumalanga,18-25,Male,Gold,In-store
C06061,2023-10-14,KwaZulu-Natal,26-35,Female,Silver,App
C06062,2024-04-06,Western Cape,18-25,Female,Silver,App
C06063,2023-07-04,KwaZulu-Natal,18-25,Female,Silver,In-store
C06064,2024-08-08,KwaZulu-Natal,26-35,Female,Bronze,App
C06065,2023-05-15,Gauteng,18-25,Female,Bronze,In-store
C06066,2024-08-12,Limpopo,36-50,Female,Gold,App
C06067,2024-12-03,KwaZulu-Natal,18-25,Female,Bronze,In-store
C06068,2023-08-23,Western Cape,18-25,Male,Bronze,In-store
C06069,2023-04-13,Gauteng,18-25,Female,Silver,App
C06070,2023-10-04,Gauteng,18-25,Female,Bronze,In-store
C06071,2023-08-30,Free State,26-35,Female,Bronze,In-store
C06072,2024-07-22,Western Cape,26-35,Prefer not to say,Bronze,In-store
C06073,2024-03-18,Gauteng,50+,Male,Bronze,In-store
C06074,2024-01-26,KwaZulu-Natal,36-50,Male,Silver,In-store
C06075,2023-07-20,Western Cape,36-50,Prefer not to say,Bronze,App
C06076,2023-05-30,Gauteng,18-25,Male,Bronze,In-store
C06077,2023-06-03,Western Cape,26-35,Female,Bronze,App
C06078,2024-04-29,KwaZulu-Natal,18-25,Male,Bronze,App
C06079,2023-01-10,KwaZulu-Natal,36-50,Female,Bronze,App
C06080,2023-06-30,Western Cape,18-25,Female,Bronze,In-store
C06081,2024-03-07,KwaZulu-Natal,26-35,Male,Silver,Drive-thru
C06082,2024-05-26,Free State,18-25,Male,Silver,Drive-thru
C06083,2023-05-18,Western Cape,18-25,Male,Bronze,In-store
C06084,2024-10-07,Gauteng,50+,Female,Bronze,App
C06085,2024-06-13,Gauteng,36-50,Female,Bronze,In-store
C06086,2024-06-30,KwaZulu-Natal,36-50,Male,Bronze,In-store
C06087,2023-11-20,Limpopo,26-35,Male,Bronze,In-store
C06088,2024-05-13,Gauteng,36-50,Female,Bronze,Drive-thru
C06089,2023-11-04,Limpopo,36-50,Female,Bronze,App
C06090,2023-09-14,Gauteng,50+,Male,Gold,In-store
C06091,2024-07-29,KwaZulu-Natal,26-35,Male,Silver,In-store
C06092,2024-08-04,Limpopo,26-35,Female,Silver,App
C06093,2023-02-18,Western Cape,36-50,Female,Bronze,In-store
C06094,2024-02-12,KwaZulu-Natal,26-35,Female,Bronze,Drive-thru
C06095,2023-04-12,Gauteng,36-50,Female,Bronze,App
C06096,2024-12-08,Limpopo,50+,Female,Gold,App
C06097,2023-06-17,Gauteng,26-35,Female,Bronze,App
C06098,2023-03-03,Mpumalanga,26-35,Female,Bronze,Drive-thru
C06099,2023-08-09,Gauteng,26-35,Male,Bronze,App
C06100,2023-09-18,North West,36-50,Male,Silver,In-store
C06101,2024-05-02,Western Cape,36-50,Male,Bronze,In-store
C06102,2024-10-06,Limpopo,18-25,Female,Bronze,In-store
C06103,2023-04-09,Western Cape,26-35,Female,Gold,Drive-thru
C06104,2024-04-05,North West,18-25,Male,Bronze,In-store
C06105,2023-12-09,Gauteng,36-50,Female,Bronze,In-store
C06106,2023-09-24,Gauteng,26-35,Male,Bronze,In-store
C06107,2024-01-05,KwaZulu-Natal,26-35,Male,Silver,In-store
C06108,2024-01-04,Gauteng,36-50,Male,Bronze,App
C06109,2024-07-27,Gauteng,18-25,Female,Bronze,In-store
C06110,2024-07-24,Free State,18-25,Female,Silver,In-store
C06111,2023-09-21,Free State,26-35,Female,Bronze,In-store
C06112,2023-12-19,Western Cape,18-25,Female,Gold,In-store
C06113,2023-01-21,North West,26-35,Male,Silver,In-store
C06114,2024-02-26,KwaZulu-Natal,50+,Female,Bronze,Drive-thru
C06115,2023-05-05,Western Cape,36-50,Male,Bronze,In-store
C06116,2023-12-26,Limpopo,50+,Male,Silver,In-store
C06117,2024-11-26,Eastern Cape,50+,Male,Silver,App
C06118,2024-09-12,Northern Cape,26-35,Male,Silver,Drive-thru
C06119,2023-07-23,Western Cape,26-35,Male,Bronze,App
C06120,2024-08-13,Eastern Cape,18-25,Male,Gold,In-store
C06121,2024-08-12,Gauteng,36-50,Female,Bronze,App
C06122,2024-10-27,Gauteng,36-50,Male,Bronze,In-store
C06123,2024-10-26,Gauteng,18-25,Female,Gold,Drive-thru
C06124,2024-07-05,Northern Cape,26-35,Male,Silver,Drive-thru
C06125,2023-06-28,Mpumalanga,26-35,Male,Bronze,App
C06126,2023-10-19,Limpopo,26-35,Male,Gold,In-store
C06127,2023-12-30,KwaZulu-Natal,50+,Male,Bronze,In-store
C06128,2023-11-29,Western Cape,26-35,Male,Bronze,Drive-thru
C06129,2024-11-20,Gauteng,50+,Female,Silver,App
C06130,2024-06-06,Western Cape,26-35,Female,Bronze,In-store
C06131,2024-05-14,Western Cape,36-50,Male,Gold,In-store
C06132,2024-04-02,Limpopo,50+,Male,Silver,App
C06133,2023-03-22,KwaZulu-Natal,50+,Female,Bronze,Drive-thru
C06134,2024-01-26,Gauteng,18-25,Male,Silver,App
C06135,2024-09-20,Gauteng,18-25,Male,Bronze,In-store
C06136,2023-10-21,Gauteng,26-35,Female,Bronze,In-store
C06137,2024-04-19,KwaZulu-Natal,26-35,Female,Gold,In-store
C06138,2024-10-08,Free State,36-50,Female,Silver,Drive-thru
C06139,2023-05-29,Eastern Cape,50+,Female,Bronze,In-store
C06140,2023-06-21,Mpumalanga,18-25,Male,Bronze,App
C06141,2024-10-17,KwaZulu-Natal,26-35,Male,Bronze,In-store
C06142,2023-12-12,Western Cape,18-25,Male,Bronze,In-store
C06143,2024-03-07,Gauteng,50+,Female,Bronze,App
C06144,2024-10-08,North West,50+,Female,Bronze,Drive-thru
C06145,2024-09-19,Limpopo,26-35,Male,Bronze,In-store
C06146,2024-08-08,Gauteng,18-25,Male,Silver,In-store
C06147,2024-02-19,KwaZulu-Natal,36-50,Male,Bronze,App
C06148,2023-03-15,KwaZulu-Natal,36-50,Male,Bronze,App
C06149,2023-03-23,Eastern Cape,26-35,Male,Gold,App
C06150,2023-06-15,Free State,50+,Female,Bronze,In-store
C06151,2023-12-18,KwaZulu-Natal,50+,Prefer not to say,Silver,App
C06152,2023-08-22,KwaZulu-Natal,26-35,Male,Bronze,Drive-thru
C06153,2023-11-18,Gauteng,26-35,Male,Bronze,Drive-thru
C06154,2023-11-21,Gauteng,26-35,Male,Bronze,App
C06155,2024-10-30,Gauteng,26-35,Male,Bronze,Drive-thru
C06156,2023-10-26,Gauteng,26-35,Male,Bronze,In-store
C06157,2024-12-28,Limpopo,26-35,Female,Bronze,App
C06158,2023-10-01,Limpopo,18-25,Male,Bronze,App
C06159,2024-09-11,Gauteng,26-35,Prefer not to say,Bronze,In-store
C06160,2024-10-22,Mpumalanga,18-25,Female,Bronze,Drive-thru
C06161,2024-02-09,Gauteng,26-35,Female,Gold,In-store
C06162,2023-10-05,Western Cape,36-50,Male,Silver,In-store
C06163,2024-03-31,Gauteng,36-50,Female,Silver,In-store
C06164,2024-01-07,Western Cape,26-35,Female,Silver,In-store
C06165,2024-08-24,Gauteng,26-35,Male,Bronze,App
C06166,2024-06-17,KwaZulu-Natal,36-50,Male,Bronze,In-store
C06167,2024-04-06,KwaZulu-Natal,26-35,Female,Silver,In-store
